Row,Predicted
t1,positive
t7,neutral
t3,neutral
t0,neutral
t5,neutral
t6,neutral
t2,neutral
t4,neutral
t15,neutral
t8,neutral
t13,positive
t10,neutral
t9,neutral
t11,neutral
t14,neutral
t23,neutral
t12,neutral
t19,neutral
t18,neutral
t22,neutral
t21,neutral
t16,neutral
t17,neutral
t27,neutral
t20,neutral
t31,neutral
t26,neutral
t30,neutral
t29,neutral
t24,neutral
t25,positive
t28,neutral
t35,neutral
t39,positive
t38,neutral
t34,neutral
t33,neutral
t37,neutral
t32,neutral
t43,neutral
t36,neutral
t47,neutral
t42,neutral
t40,neutral
t46,neutral
t41,neutral
t45,positive
t51,positive
t55,neutral
t44,neutral
t53,neutral
t50,neutral
t48,neutral
t49,neutral
t63,neutral
t59,neutral
t52,neutral
t56,neutral
t58,neutral
t57,neutral
t54,neutral
t60,neutral
t62,neutral
t65,neutral
t67,positive
t61,neutral
t68,positive
t66,negative
t64,neutral
t71,neutral
t75,neutral
t70,neutral
t74,neutral
t79,positive
t69,positive
t72,neutral
t73,neutral
t83,neutral
t77,neutral
t80,neutral
t78,neutral
t76,positive
t87,neutral
t86,neutral
t82,neutral
t81,neutral
t84,neutral
t85,neutral
t88,neutral
t89,neutral
t90,positive
t91,neutral
t92,neutral
t93,neutral
t94,positive
t95,neutral
t96,neutral
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,neutral
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,neutral
t119,negative
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,negative
t132,positive
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,negative
t139,neutral
t140,positive
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,positive
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,neutral
t157,neutral
t158,positive
t159,neutral
t160,neutral
t161,neutral
t162,neutral
t163,positive
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t168,neutral
t169,neutral
t170,neutral
t171,neutral
t172,neutral
t173,neutral
t174,positive
t175,neutral
t176,neutral
t177,neutral
t178,neutral
t179,neutral
t180,neutral
t181,neutral
t182,neutral
t183,neutral
t184,positive
t185,positive
t186,neutral
t187,neutral
t188,neutral
t189,neutral
t190,positive
t191,neutral
t192,neutral
t193,neutral
t194,neutral
t195,neutral
t196,neutral
t197,neutral
t198,neutral
t199,neutral
t200,neutral
t201,neutral
t202,neutral
t203,neutral
t204,neutral
t205,neutral
t206,neutral
t207,neutral
t208,neutral
t209,neutral
t210,neutral
t211,neutral
t212,neutral
t213,neutral
t214,neutral
t215,neutral
t216,neutral
t217,neutral
t218,neutral
t219,neutral
t220,neutral
t221,neutral
t222,neutral
t223,neutral
t224,neutral
t225,neutral
t226,neutral
t227,neutral
t228,neutral
t229,neutral
t230,neutral
t231,positive
t232,neutral
t233,neutral
t234,neutral
t235,neutral
t236,neutral
t237,neutral
t238,neutral
t239,neutral
t240,neutral
t241,neutral
t242,neutral
t243,neutral
t244,neutral
t245,neutral
t246,neutral
t247,neutral
t248,neutral
t249,neutral
t250,neutral
t251,neutral
t252,neutral
t253,positive
t254,neutral
t255,neutral
t256,neutral
t257,neutral
t258,neutral
t259,neutral
t260,neutral
t261,neutral
t262,positive
t263,neutral
t264,neutral
t265,neutral
t266,neutral
t267,neutral
t268,neutral
t269,neutral
t270,neutral
t271,neutral
t272,neutral
t273,neutral
t274,neutral
t275,neutral
t276,neutral
t277,neutral
t278,neutral
t279,neutral
t280,neutral
t281,neutral
t282,neutral
t283,neutral
t284,neutral
t285,neutral
t286,neutral
t287,neutral
t288,neutral
t289,neutral
t290,neutral
t291,neutral
t292,neutral
t293,neutral
t294,neutral
t295,neutral
t296,neutral
t297,neutral
t298,neutral
t299,neutral
t300,neutral
t301,neutral
t302,neutral
t303,neutral
t304,neutral
t305,neutral
t306,neutral
t307,neutral
t308,neutral
t309,neutral
t310,neutral
t311,neutral
t312,neutral
t313,neutral
t314,neutral
t315,neutral
t316,neutral
t317,neutral
t318,neutral
t319,neutral
t320,neutral
t321,neutral
t322,neutral
t323,neutral
t324,neutral
t325,neutral
t326,neutral
t327,neutral
t328,neutral
t329,neutral
t330,neutral
t331,neutral
t332,neutral
t333,neutral
t334,neutral
t335,neutral
t336,neutral
t337,neutral
t338,neutral
t339,neutral
t340,neutral
t341,neutral
t342,neutral
t343,neutral
t344,neutral
t345,neutral
t346,neutral
t347,neutral
t348,neutral
t349,neutral
t350,neutral
t351,neutral
t352,neutral
t353,neutral
t354,neutral
t355,neutral
t356,neutral
t357,neutral
t358,neutral
t359,neutral
t360,neutral
t361,neutral
t362,neutral
t363,neutral
t364,neutral
t365,neutral
t366,neutral
t367,neutral
t368,neutral
t369,neutral
t370,neutral
t371,neutral
t372,neutral
t373,neutral
t374,neutral
t375,neutral
t376,neutral
t377,neutral
t378,neutral
t379,neutral
t380,neutral
t381,neutral
t382,neutral
t383,neutral
t384,neutral
t385,neutral
t386,neutral
t387,neutral
t388,neutral
t389,neutral
t390,neutral
t391,neutral
t392,positive
t393,neutral
t394,neutral
t395,neutral
t396,neutral
t397,neutral
t398,neutral
t399,neutral
t400,neutral
t401,neutral
t402,neutral
t403,neutral
t404,neutral
t405,neutral
t406,neutral
t407,neutral
t408,neutral
t409,neutral
t410,neutral
t411,neutral
t412,neutral
t413,neutral
t414,neutral
t415,neutral
t416,neutral
t417,neutral
t418,neutral
t419,neutral
t420,neutral
t421,neutral
t422,neutral
t423,neutral
t424,neutral
t425,neutral
t426,neutral
t427,neutral
t428,neutral
t429,neutral
t430,neutral
t431,neutral
t432,neutral
t433,neutral
t434,neutral
t435,neutral
t436,neutral
t437,neutral
