Row,Predicted
t4,neutral
t2,neutral
t6,neutral
t1,negative
t7,positive
t0,neutral
t3,neutral
t5,neutral
t14,neutral
t10,neutral
t12,positive
t13,neutral
t9,neutral
t11,neutral
t15,neutral
t8,neutral
t21,neutral
t20,neutral
t22,neutral
t19,neutral
t17,positive
t23,neutral
t18,neutral
t29,neutral
t16,neutral
t28,neutral
t30,neutral
t25,neutral
t37,neutral
t27,neutral
t26,neutral
t31,negative
t24,neutral
t36,neutral
t38,neutral
t45,neutral
t33,negative
t39,neutral
t35,neutral
t34,neutral
t32,neutral
t44,neutral
t41,neutral
t42,neutral
t46,neutral
t47,neutral
t53,neutral
t40,neutral
t50,neutral
t43,neutral
t52,neutral
t58,neutral
t54,neutral
t48,neutral
t61,neutral
t66,neutral
t69,neutral
t74,neutral
t60,positive
t49,neutral
t51,negative
t55,neutral
t62,neutral
t68,neutral
t63,neutral
t83,positive
t57,neutral
t59,positive
t77,neutral
t67,neutral
t65,neutral
t56,neutral
t73,neutral
t70,neutral
t64,neutral
t76,neutral
t88,neutral
t81,neutral
t71,positive
t89,neutral
t85,neutral
t78,neutral
t91,neutral
t75,neutral
t84,neutral
t79,neutral
t82,neutral
t87,negative
t86,neutral
t72,neutral
t90,neutral
t80,neutral
t92,neutral
t93,neutral
t94,neutral
t95,neutral
t96,neutral
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,neutral
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,negative
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,neutral
t157,neutral
t158,neutral
t159,neutral
t160,neutral
t161,neutral
t162,positive
t163,neutral
t164,neutral
t165,neutral
t166,negative
t167,neutral
t168,neutral
t169,neutral
t170,neutral
t171,positive
t172,neutral
t173,neutral
t174,neutral
t175,neutral
t176,neutral
t177,neutral
t178,neutral
t179,neutral
t180,neutral
t181,neutral
t182,neutral
t183,neutral
t184,neutral
t185,neutral
t186,neutral
t187,neutral
t188,neutral
t189,neutral
t190,neutral
t191,neutral
t192,neutral
t193,neutral
t194,neutral
t195,neutral
t196,neutral
t197,neutral
t198,neutral
t199,neutral
t200,neutral
t201,neutral
t202,neutral
t203,neutral
t204,neutral
t205,neutral
t206,neutral
t207,neutral
t208,neutral
t209,neutral
t210,neutral
t211,neutral
t212,neutral
t213,neutral
t214,positive
t215,neutral
t216,neutral
t217,neutral
t218,neutral
t219,neutral
t220,neutral
t221,neutral
t222,neutral
t223,neutral
t224,neutral
t225,neutral
t226,neutral
t227,neutral
t228,neutral
t229,neutral
t230,neutral
t231,neutral
t232,neutral
t233,neutral
t234,neutral
t235,neutral
t236,neutral
t237,neutral
t238,neutral
t239,neutral
t240,neutral
t241,neutral
t242,neutral
t243,neutral
t244,neutral
t245,neutral
t246,neutral
t247,neutral
t248,neutral
t249,neutral
t250,neutral
t251,neutral
t252,neutral
t253,positive
t254,positive
t255,neutral
t256,neutral
t257,neutral
t258,neutral
t259,neutral
t260,neutral
t261,neutral
t262,neutral
t263,neutral
t264,neutral
t265,neutral
t266,neutral
t267,neutral
t268,neutral
t269,positive
t270,neutral
t271,neutral
t272,neutral
t273,neutral
t274,neutral
t275,neutral
t276,neutral
t277,neutral
t278,neutral
t279,neutral
t280,neutral
t281,neutral
t282,positive
t283,neutral
t284,neutral
t285,neutral
t286,neutral
t287,neutral
t288,neutral
t289,neutral
t290,neutral
t291,neutral
t292,neutral
t293,neutral
t294,neutral
t295,neutral
t296,positive
t297,neutral
t298,neutral
t299,neutral
t300,neutral
t301,neutral
t302,neutral
t303,neutral
t304,neutral
t305,neutral
t306,neutral
t307,neutral
t308,neutral
t309,neutral
t310,neutral
t311,neutral
t312,neutral
t313,neutral
t314,neutral
t315,neutral
t316,neutral
t317,neutral
t318,neutral
t319,neutral
t320,neutral
t321,positive
t322,neutral
t323,neutral
t324,neutral
t325,neutral
t326,neutral
t327,neutral
t328,positive
t329,neutral
t330,positive
t331,neutral
t332,neutral
t333,neutral
t334,neutral
t335,neutral
t336,neutral
t337,neutral
t338,neutral
t339,neutral
t340,neutral
t341,neutral
t342,neutral
t343,neutral
t344,neutral
t345,neutral
t346,neutral
t347,neutral
t348,neutral
t349,neutral
t350,neutral
t351,neutral
t352,neutral
t353,neutral
t354,neutral
t355,neutral
t356,neutral
t357,neutral
t358,neutral
t359,neutral
t360,neutral
t361,neutral
t362,neutral
t363,neutral
t364,neutral
t365,neutral
t366,neutral
t367,neutral
t368,neutral
t369,neutral
t370,neutral
t371,neutral
t372,neutral
t373,neutral
t374,neutral
t375,neutral
t376,neutral
t377,neutral
t378,neutral
t379,neutral
t380,neutral
t381,neutral
t382,neutral
t383,neutral
t384,neutral
t385,neutral
t386,neutral
t387,neutral
t388,neutral
t389,neutral
t390,neutral
t391,neutral
t392,neutral
t393,neutral
t394,neutral
t395,neutral
t396,neutral
t397,neutral
t398,neutral
t399,neutral
t400,neutral
t401,neutral
t402,neutral
t403,neutral
t404,neutral
t405,neutral
t406,neutral
t407,neutral
t408,neutral
t409,neutral
t410,neutral
t411,neutral
t412,neutral
t413,neutral
t414,neutral
t415,neutral
t416,neutral
t417,neutral
t418,neutral
t419,neutral
t420,neutral
t421,neutral
t422,neutral
t423,neutral
t424,neutral
t425,neutral
t426,neutral
t427,neutral
t428,neutral
t429,neutral
t430,neutral
t431,neutral
t432,neutral
t433,neutral
t434,neutral
t435,neutral
t436,neutral
t437,neutral
t438,neutral
t439,neutral
t440,neutral
t441,negative
t442,neutral
t443,neutral
t444,neutral
t445,neutral
t446,neutral
t447,positive
t448,neutral
t449,neutral
t450,neutral
t451,neutral
t452,neutral
t453,neutral
t454,neutral
t455,positive
t456,neutral
t457,neutral
t458,neutral
t459,neutral
t460,neutral
t461,neutral
t462,neutral
t463,neutral
t464,neutral
t465,neutral
t466,neutral
t467,neutral
t468,neutral
t469,neutral
t470,neutral
t471,neutral
t472,neutral
t473,neutral
t474,neutral
t475,neutral
t476,neutral
t477,negative
t478,neutral
t479,neutral
t480,neutral
t481,neutral
t482,neutral
t483,neutral
t484,neutral
t485,neutral
t486,neutral
t487,neutral
t488,neutral
t489,neutral
t490,neutral
t491,neutral
t492,neutral
t493,neutral
t494,neutral
t495,neutral
t496,neutral
t497,neutral
t498,neutral
t499,neutral
t500,neutral
t501,neutral
t502,neutral
t503,neutral
t504,neutral
t505,neutral
t506,neutral
t507,positive
t508,neutral
t509,neutral
t510,neutral
t511,neutral
t512,neutral
t513,neutral
t514,neutral
t515,neutral
t516,neutral
t517,neutral
t518,neutral
t519,neutral
t520,neutral
t521,neutral
t522,neutral
t523,neutral
t524,neutral
t525,neutral
t526,neutral
t527,neutral
t528,neutral
t529,neutral
t530,neutral
t531,neutral
t532,neutral
t533,neutral
t534,neutral
t535,neutral
t536,neutral
t537,neutral
t538,neutral
t539,neutral
t540,neutral
t541,neutral
t542,neutral
t543,neutral
t544,neutral
t545,neutral
t546,neutral
t547,neutral
t548,neutral
t549,neutral
t550,neutral
t551,neutral
t552,neutral
t553,neutral
t554,neutral
t555,neutral
t556,neutral
t557,neutral
t558,neutral
t559,neutral
t560,neutral
t561,neutral
t562,neutral
t563,neutral
t564,neutral
t565,neutral
t566,neutral
t567,neutral
t568,neutral
t569,neutral
t570,neutral
t571,neutral
t572,neutral
t573,neutral
t574,negative
t575,neutral
t576,neutral
t577,neutral
t578,neutral
t579,neutral
t580,neutral
t581,neutral
t582,neutral
t583,neutral
t584,neutral
t585,neutral
t586,neutral
t587,neutral
t588,neutral
t589,neutral
t590,neutral
t591,neutral
t592,neutral
t593,neutral
t594,neutral
t595,neutral
t596,neutral
t597,neutral
t598,neutral
t599,neutral
t600,neutral
t601,neutral
t602,positive
t603,neutral
t604,neutral
t605,neutral
t606,neutral
t607,neutral
t608,neutral
t609,neutral
t610,neutral
t611,neutral
t612,neutral
t613,neutral
t614,neutral
t615,neutral
t616,negative
t617,neutral
t618,neutral
