Row,Predicted
t1,neutral
t4,neutral
t6,neutral
t5,positive
t3,neutral
t7,neutral
t2,neutral
t0,neutral
t9,neutral
t12,neutral
t10,neutral
t11,neutral
t13,neutral
t14,neutral
t15,positive
t8,neutral
t18,positive
t16,neutral
t21,neutral
t23,neutral
t17,neutral
t24,neutral
t20,neutral
t29,neutral
t26,neutral
t19,neutral
t28,neutral
t22,positive
t37,neutral
t27,neutral
t25,neutral
t34,neutral
t30,neutral
t45,neutral
t35,neutral
t42,neutral
t33,neutral
t43,neutral
t51,neutral
t36,neutral
t38,neutral
t31,neutral
t59,neutral
t44,neutral
t46,neutral
t67,neutral
t52,neutral
t54,neutral
t75,neutral
t41,neutral
t32,positive
t60,neutral
t53,neutral
t62,neutral
t39,negative
t70,neutral
t40,neutral
t47,neutral
t68,neutral
t48,neutral
t78,neutral
t50,neutral
t56,neutral
t80,neutral
t55,neutral
t61,neutral
t58,neutral
t49,neutral
t64,neutral
t69,neutral
t72,neutral
t66,neutral
t57,neutral
t77,neutral
t63,neutral
t76,neutral
t74,neutral
t65,neutral
t71,positive
t73,neutral
t79,neutral
t81,neutral
t82,neutral
t83,neutral
t84,neutral
t85,neutral
t86,neutral
t87,neutral
t88,neutral
t89,positive
t90,neutral
t91,neutral
t92,neutral
t93,neutral
t94,neutral
t95,neutral
t96,neutral
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,positive
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,neutral
t157,neutral
