Row,Predicted
t2,neutral
t1,neutral
t5,neutral
t6,neutral
t0,neutral
t4,positive
t3,neutral
t7,neutral
t10,neutral
t11,neutral
t9,neutral
t8,neutral
t14,neutral
t12,neutral
t15,neutral
t13,neutral
t18,neutral
t26,positive
t19,neutral
t21,neutral
t20,neutral
t16,neutral
t17,neutral
t22,neutral
t23,neutral
t27,neutral
t34,neutral
t24,neutral
t28,neutral
t30,neutral
t25,neutral
t42,neutral
t29,neutral
t31,neutral
t35,neutral
t38,negative
t32,neutral
t50,neutral
t39,neutral
t46,neutral
t33,neutral
t36,neutral
t54,positive
t37,neutral
t41,neutral
t44,neutral
t43,neutral
t40,neutral
t62,neutral
t52,neutral
t47,neutral
t45,neutral
t48,neutral
t70,neutral
t58,neutral
t60,neutral
t51,positive
t55,neutral
t78,neutral
t66,positive
t49,neutral
t59,neutral
t53,neutral
t63,neutral
t57,neutral
t56,neutral
t74,neutral
t61,neutral
t67,neutral
t65,neutral
t68,neutral
t64,neutral
t71,neutral
t82,neutral
t80,neutral
t69,neutral
t72,neutral
t73,neutral
t79,neutral
t81,neutral
t77,neutral
t76,neutral
t75,neutral
t83,neutral
t84,neutral
t85,neutral
t86,neutral
t87,neutral
t88,neutral
t89,neutral
t90,neutral
t91,neutral
t92,neutral
t93,neutral
t94,negative
t95,negative
t96,neutral
t97,positive
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,negative
t103,neutral
t104,neutral
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,negative
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,positive
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,positive
t138,positive
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,negative
t153,neutral
t154,neutral
t155,neutral
