Row,Predicted
t0,neutral
t7,neutral
t6,positive
t3,neutral
t5,neutral
t1,neutral
t4,neutral
t2,neutral
t8,neutral
t14,neutral
t12,neutral
t15,negative
t9,positive
t10,positive
t11,positive
t16,neutral
t13,neutral
t22,neutral
t20,positive
t21,neutral
t24,neutral
t23,positive
t17,neutral
t19,neutral
t29,neutral
t30,neutral
t32,neutral
t25,neutral
t31,positive
t18,neutral
t40,neutral
t39,neutral
t37,neutral
t28,positive
t27,neutral
t47,neutral
t38,neutral
t45,neutral
t55,neutral
t26,neutral
t33,neutral
t46,neutral
t48,neutral
t63,neutral
t35,neutral
t54,neutral
t71,neutral
t36,neutral
t34,neutral
t41,negative
t43,negative
t56,neutral
t79,neutral
t62,positive
t49,neutral
t53,neutral
t51,negative
t44,neutral
t70,positive
t61,positive
t42,neutral
t59,neutral
t64,neutral
t78,neutral
t50,neutral
t69,neutral
t72,neutral
t67,neutral
t57,neutral
t58,neutral
t77,positive
t66,neutral
t80,positive
t65,neutral
t52,negative
t73,neutral
t74,neutral
t60,neutral
t75,neutral
t68,neutral
t76,neutral
t81,neutral
t82,neutral
t83,neutral
t84,neutral
t85,neutral
t86,positive
t87,neutral
t88,neutral
t89,neutral
t90,neutral
t91,neutral
t92,neutral
t93,neutral
t94,negative
t95,neutral
t96,neutral
t97,negative
t98,positive
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,neutral
t105,neutral
t106,neutral
t107,positive
t108,neutral
t109,positive
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,positive
t116,neutral
t117,neutral
t118,neutral
t119,positive
t120,positive
t121,neutral
t122,positive
t123,positive
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,negative
t151,neutral
t152,neutral
t153,neutral
