Row,Predicted
t5,neutral
t2,neutral
t3,neutral
t1,negative
t0,neutral
t6,neutral
t10,negative
t4,neutral
t7,neutral
t13,negative
t8,positive
t9,neutral
t14,neutral
t18,neutral
t11,positive
t15,negative
t12,negative
t17,neutral
t21,neutral
t16,neutral
t26,neutral
t23,negative
t19,neutral
t22,neutral
t29,neutral
t27,neutral
t20,neutral
t25,negative
t24,negative
t30,neutral
t34,neutral
t31,neutral
t35,neutral
t37,neutral
t28,neutral
t33,negative
t32,neutral
t45,negative
t43,neutral
t42,neutral
t40,negative
t39,negative
t48,neutral
t50,neutral
t38,neutral
t47,neutral
t58,neutral
t56,neutral
t51,positive
t46,neutral
t53,positive
t64,neutral
t54,neutral
t36,positive
t59,neutral
t61,neutral
t72,neutral
t41,negative
t55,negative
t66,neutral
t49,positive
t81,positive
t74,neutral
t57,neutral
t69,positive
t80,neutral
t85,neutral
t77,negative
t87,neutral
t67,positive
t65,neutral
t84,positive
t44,neutral
t62,neutral
t75,neutral
t82,neutral
t63,neutral
t88,neutral
t86,neutral
t70,negative
t73,positive
t71,positive
t83,neutral
t52,neutral
t78,neutral
t79,neutral
t60,negative
t89,neutral
t68,neutral
t76,neutral
t90,neutral
t91,neutral
t92,neutral
t93,neutral
t94,neutral
t95,neutral
t96,neutral
t97,positive
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,neutral
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,neutral
