Row,Predicted
t1,neutral
t3,positive
t5,neutral
t4,neutral
t7,neutral
t2,neutral
t0,neutral
t6,neutral
t15,neutral
t12,neutral
t11,neutral
t13,neutral
t9,neutral
t14,neutral
t10,neutral
t20,neutral
t21,neutral
t17,neutral
t19,neutral
t23,neutral
t18,neutral
t22,neutral
t28,positive
t31,neutral
t8,positive
t29,positive
t27,neutral
t25,neutral
t36,neutral
t30,neutral
t39,neutral
t37,positive
t33,neutral
t16,positive
t26,neutral
t35,neutral
t45,neutral
t41,neutral
t44,neutral
t38,negative
t47,neutral
t53,neutral
t24,neutral
t43,negative
t49,neutral
t34,neutral
t46,neutral
t61,neutral
t57,neutral
t52,neutral
t55,neutral
t69,neutral
t32,negative
t42,neutral
t65,neutral
t51,neutral
t60,neutral
t73,neutral
t63,neutral
t54,positive
t40,neutral
t50,neutral
t59,neutral
t68,neutral
t62,neutral
t71,neutral
t48,neutral
t80,neutral
t58,neutral
t77,neutral
t67,neutral
t70,neutral
t76,neutral
t79,neutral
t83,neutral
t66,neutral
t87,neutral
t78,neutral
t56,neutral
t75,neutral
t89,neutral
t85,neutral
t64,neutral
t92,neutral
t82,neutral
t86,neutral
t81,neutral
t74,neutral
t84,neutral
t88,positive
t72,neutral
t91,neutral
t90,neutral
t93,neutral
t94,negative
t95,neutral
t96,neutral
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,neutral
t105,neutral
t106,positive
t107,neutral
t108,neutral
t109,positive
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,positive
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,positive
t131,positive
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,positive
t144,neutral
t145,neutral
t146,neutral
t147,positive
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,neutral
t157,neutral
t158,neutral
t159,neutral
t160,neutral
t161,neutral
t162,neutral
t163,neutral
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t168,neutral
t169,neutral
t170,neutral
t171,neutral
t172,neutral
t173,positive
t174,neutral
t175,neutral
t176,neutral
t177,neutral
t178,positive
t179,neutral
t180,neutral
t181,neutral
t182,neutral
t183,neutral
t184,neutral
t185,neutral
t186,neutral
t187,neutral
t188,neutral
t189,neutral
t190,neutral
t191,neutral
t192,neutral
t193,neutral
t194,neutral
t195,neutral
t196,neutral
t197,neutral
t198,neutral
t199,neutral
t200,neutral
t201,neutral
t202,neutral
t203,neutral
t204,neutral
t205,neutral
t206,neutral
t207,neutral
t208,neutral
t209,neutral
t210,neutral
t211,neutral
t212,neutral
t213,neutral
t214,neutral
t215,neutral
t216,neutral
t217,neutral
t218,neutral
t219,neutral
t220,neutral
t221,neutral
t222,positive
t223,neutral
