Row,Predicted
t2,neutral
t3,neutral
t4,neutral
t1,neutral
t6,neutral
t5,neutral
t7,neutral
t13,neutral
t14,neutral
t11,neutral
t12,neutral
t10,neutral
t9,neutral
t22,neutral
t21,positive
t20,neutral
t19,neutral
t18,neutral
t17,negative
t29,positive
t0,neutral
t30,neutral
t15,neutral
t27,neutral
t26,positive
t28,neutral
t25,neutral
t8,positive
t35,neutral
t38,positive
t34,neutral
t37,positive
t23,neutral
t33,neutral
t36,neutral
t45,neutral
t43,neutral
t16,positive
t42,neutral
t51,neutral
t50,neutral
t24,neutral
t53,positive
t41,neutral
t31,neutral
t49,neutral
t44,positive
t46,neutral
t59,neutral
t39,neutral
t52,neutral
t54,positive
t61,positive
t57,neutral
t32,neutral
t47,neutral
t58,neutral
t55,neutral
t66,neutral
t67,neutral
t69,neutral
t65,neutral
t75,neutral
t60,neutral
t40,positive
t62,neutral
t63,neutral
t74,neutral
t77,negative
t48,positive
t68,neutral
t73,neutral
t56,neutral
t81,neutral
t76,neutral
t70,neutral
t80,neutral
t71,positive
t78,negative
t64,neutral
t79,positive
t72,neutral
t82,neutral
t83,neutral
t84,positive
t85,negative
t86,neutral
t87,negative
t88,neutral
t89,neutral
t90,neutral
t91,neutral
t92,positive
t93,neutral
t94,positive
t95,neutral
t96,neutral
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,positive
t102,neutral
t103,neutral
t104,neutral
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,positive
t128,neutral
t129,positive
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,positive
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,positive
t143,positive
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,positive
t149,neutral
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,positive
t157,neutral
t158,neutral
t159,neutral
t160,neutral
t161,neutral
t162,neutral
t163,neutral
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t168,neutral
t169,neutral
t170,neutral
t171,neutral
t172,positive
t173,neutral
t174,neutral
t175,neutral
t176,positive
t177,neutral
t178,neutral
t179,neutral
t180,positive
t181,neutral
t182,neutral
t183,neutral
t184,neutral
t185,neutral
t186,neutral
t187,neutral
t188,positive
t189,neutral
t190,neutral
t191,neutral
t192,neutral
t193,neutral
t194,neutral
t195,positive
t196,neutral
t197,neutral
t198,neutral
t199,neutral
t200,neutral
t201,neutral
t202,neutral
t203,positive
t204,positive
t205,neutral
t206,neutral
t207,neutral
t208,neutral
t209,neutral
t210,positive
t211,neutral
t212,neutral
t213,neutral
t214,neutral
t215,neutral
t216,neutral
t217,neutral
t218,positive
t219,neutral
t220,neutral
t221,neutral
t222,neutral
t223,neutral
t224,neutral
t225,neutral
t226,neutral
t227,neutral
t228,neutral
t229,neutral
t230,neutral
t231,neutral
t232,neutral
t233,neutral
t234,neutral
t235,neutral
t236,neutral
t237,neutral
t238,neutral
t239,neutral
t240,neutral
t241,neutral
t242,neutral
t243,negative
t244,neutral
t245,neutral
t246,positive
t247,neutral
t248,positive
t249,neutral
t250,neutral
t251,positive
t252,positive
t253,positive
t254,neutral
t255,neutral
t256,neutral
t257,neutral
t258,neutral
t259,neutral
t260,neutral
t261,neutral
t262,neutral
t263,neutral
t264,neutral
t265,neutral
t266,neutral
t267,neutral
t268,neutral
t269,neutral
t270,neutral
t271,neutral
t272,neutral
t273,neutral
t274,neutral
t275,neutral
t276,neutral
t277,neutral
t278,neutral
t279,neutral
t280,neutral
t281,neutral
t282,neutral
t283,neutral
t284,neutral
t285,neutral
t286,neutral
t287,neutral
t288,neutral
t289,neutral
t290,neutral
t291,positive
t292,neutral
t293,neutral
t294,neutral
t295,neutral
t296,neutral
t297,neutral
t298,neutral
t299,neutral
t300,neutral
t301,neutral
t302,neutral
t303,neutral
t304,neutral
t305,neutral
t306,neutral
t307,neutral
t308,neutral
t309,neutral
t310,neutral
t311,neutral
t312,neutral
t313,neutral
t314,neutral
t315,neutral
t316,neutral
t317,neutral
t318,neutral
t319,neutral
t320,neutral
t321,neutral
t322,neutral
t323,neutral
t324,neutral
t325,neutral
t326,neutral
t327,neutral
t328,neutral
t329,neutral
t330,neutral
t331,neutral
t332,neutral
t333,neutral
t334,neutral
t335,neutral
t336,neutral
t337,neutral
t338,neutral
t339,neutral
t340,neutral
t341,neutral
t342,neutral
t343,neutral
t344,neutral
t345,neutral
t346,neutral
t347,neutral
t348,neutral
t349,neutral
t350,neutral
t351,neutral
t352,neutral
t353,neutral
t354,neutral
t355,neutral
t356,neutral
t357,neutral
