Row,Predicted
t4,neutral
t3,neutral
t0,neutral
t7,neutral
t2,neutral
t1,neutral
t11,neutral
t15,neutral
t12,neutral
t6,neutral
t10,neutral
t20,positive
t14,neutral
t18,neutral
t23,neutral
t22,positive
t31,neutral
t19,neutral
t39,neutral
t47,neutral
t27,neutral
t28,positive
t30,neutral
t38,neutral
t26,positive
t36,neutral
t34,positive
t9,negative
t17,neutral
t35,neutral
t25,neutral
t33,neutral
t41,neutral
t8,positive
t16,positive
t24,positive
t5,positive
t32,neutral
t40,neutral
t13,neutral
t21,neutral
t29,neutral
t37,neutral
t43,neutral
t44,neutral
t42,positive
t46,neutral
t45,neutral
