Row,Predicted
t3,positive
t1,neutral
t2,neutral
t4,neutral
t5,neutral
t7,negative
t0,neutral
t6,neutral
t10,neutral
t11,neutral
t15,neutral
t9,neutral
t12,neutral
t8,neutral
t13,neutral
t21,neutral
t17,neutral
t19,neutral
t18,neutral
t25,neutral
t23,neutral
t29,neutral
t16,neutral
t33,neutral
t20,neutral
t26,neutral
t27,neutral
t37,neutral
t31,neutral
t34,neutral
t35,neutral
t41,neutral
t14,neutral
t24,positive
t45,positive
t28,neutral
t22,positive
t36,neutral
t43,neutral
t49,neutral
t53,neutral
t42,neutral
t30,neutral
t44,neutral
t38,neutral
t51,neutral
t52,neutral
t39,positive
t32,neutral
t50,neutral
t61,neutral
t40,neutral
t47,positive
t59,neutral
t48,neutral
t57,neutral
t56,neutral
t55,neutral
t63,neutral
t67,neutral
t64,neutral
t65,positive
t69,neutral
t58,neutral
t71,neutral
t73,neutral
t72,neutral
t77,neutral
t79,neutral
t75,neutral
t66,neutral
t46,positive
t60,neutral
t83,neutral
t80,neutral
t81,neutral
t68,neutral
t54,neutral
t74,neutral
t76,neutral
t82,negative
t62,neutral
t70,neutral
t84,neutral
t78,neutral
t85,negative
t86,positive
t87,neutral
t88,neutral
t89,neutral
t90,neutral
t91,neutral
t92,neutral
t93,neutral
t94,negative
t95,neutral
t96,neutral
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,positive
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,positive
t116,neutral
t117,neutral
t118,neutral
t119,positive
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,neutral
t157,neutral
t158,neutral
t159,neutral
t160,neutral
t161,positive
t162,positive
t163,neutral
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t168,neutral
t169,positive
t170,neutral
t171,positive
t172,positive
t173,neutral
t174,neutral
t175,neutral
t176,neutral
t177,neutral
t178,neutral
t179,positive
t180,neutral
t181,positive
t182,neutral
t183,neutral
t184,neutral
t185,neutral
t186,neutral
t187,neutral
t188,neutral
t189,neutral
t190,neutral
t191,neutral
t192,neutral
t193,neutral
t194,neutral
t195,neutral
t196,neutral
t197,neutral
t198,neutral
t199,neutral
t200,positive
t201,neutral
t202,neutral
t203,neutral
t204,neutral
t205,neutral
t206,neutral
t207,neutral
t208,neutral
t209,neutral
t210,neutral
t211,neutral
t212,neutral
t213,neutral
t214,neutral
t215,neutral
t216,neutral
t217,neutral
t218,neutral
t219,neutral
