Row,Predicted
t6,negative
t0,neutral
t4,negative
t7,neutral
t5,neutral
t3,neutral
t1,positive
t2,neutral
t12,neutral
t15,neutral
t9,neutral
t13,neutral
t14,positive
t10,neutral
t23,neutral
t11,neutral
t17,neutral
t20,negative
t31,neutral
t22,neutral
t21,neutral
t18,neutral
t8,positive
t25,neutral
t19,neutral
t29,neutral
t30,neutral
t26,negative
t28,neutral
t39,neutral
t27,negative
t16,neutral
t33,neutral
t47,neutral
t36,neutral
t38,positive
t55,neutral
t24,neutral
t34,neutral
t42,neutral
t46,positive
t35,neutral
t32,neutral
t44,neutral
t54,neutral
t50,neutral
t41,neutral
t37,positive
t52,neutral
t49,neutral
t43,neutral
t63,neutral
t62,neutral
t58,neutral
t45,neutral
t57,neutral
t40,positive
t70,neutral
t53,neutral
t48,neutral
t60,neutral
t78,neutral
t65,positive
t61,neutral
t66,neutral
t51,neutral
t71,positive
t69,neutral
t79,neutral
t56,positive
t68,neutral
t73,positive
t77,neutral
t83,neutral
t74,neutral
t59,neutral
t76,neutral
t81,neutral
t64,neutral
t67,neutral
t82,neutral
t72,neutral
t75,neutral
t84,negative
t80,neutral
t85,neutral
t86,neutral
t87,neutral
t88,neutral
t89,neutral
t90,neutral
t91,neutral
t92,neutral
t93,neutral
t94,neutral
t95,neutral
t96,neutral
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,positive
t102,positive
t103,neutral
t104,neutral
t105,neutral
t106,neutral
t107,positive
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,positive
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,neutral
t157,neutral
t158,neutral
t159,neutral
t160,neutral
t161,neutral
t162,neutral
t163,neutral
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t168,negative
t169,neutral
t170,neutral
t171,neutral
t172,neutral
t173,neutral
t174,neutral
t175,neutral
t176,neutral
t177,neutral
t178,neutral
t179,neutral
t180,neutral
t181,neutral
t182,neutral
t183,neutral
t184,neutral
t185,neutral
t186,neutral
t187,neutral
t188,neutral
t189,neutral
t190,neutral
t191,neutral
t192,neutral
t193,neutral
t194,negative
t195,neutral
t196,neutral
t197,neutral
t198,neutral
t199,positive
t200,neutral
t201,neutral
t202,negative
t203,neutral
t204,negative
t205,negative
t206,neutral
t207,neutral
t208,neutral
t209,neutral
t210,positive
t211,neutral
t212,neutral
t213,neutral
t214,negative
t215,neutral
t216,negative
t217,negative
t218,neutral
t219,neutral
t220,neutral
t221,neutral
t222,neutral
t223,positive
t224,neutral
t225,neutral
t226,neutral
t227,neutral
t228,neutral
t229,neutral
t230,neutral
t231,neutral
t232,neutral
t233,neutral
t234,neutral
t235,positive
t236,positive
t237,positive
t238,positive
t239,neutral
t240,positive
t241,positive
t242,positive
t243,positive
t244,neutral
t245,neutral
t246,neutral
t247,neutral
t248,neutral
t249,neutral
t250,neutral
t251,neutral
t252,neutral
t253,neutral
t254,neutral
t255,neutral
t256,neutral
t257,neutral
t258,negative
t259,negative
t260,positive
t261,positive
t262,positive
t263,positive
t264,neutral
t265,neutral
t266,negative
t267,neutral
t268,positive
t269,positive
t270,positive
t271,neutral
t272,neutral
t273,neutral
t274,neutral
t275,positive
t276,neutral
t277,neutral
t278,negative
t279,neutral
t280,positive
t281,neutral
t282,neutral
t283,negative
t284,positive
t285,positive
t286,neutral
t287,neutral
t288,neutral
t289,neutral
t290,neutral
t291,positive
t292,neutral
t293,neutral
t294,neutral
t295,positive
t296,neutral
t297,neutral
t298,neutral
t299,positive
t300,neutral
t301,neutral
t302,neutral
t303,neutral
t304,neutral
t305,neutral
t306,neutral
t307,neutral
t308,neutral
t309,positive
t310,positive
t311,neutral
t312,positive
t313,negative
t314,neutral
t315,neutral
t316,neutral
t317,neutral
t318,negative
t319,neutral
t320,neutral
t321,neutral
t322,neutral
t323,neutral
t324,neutral
t325,neutral
t326,neutral
t327,neutral
t328,neutral
t329,neutral
t330,neutral
t331,neutral
t332,neutral
t333,neutral
t334,neutral
t335,neutral
t336,neutral
t337,neutral
t338,positive
t339,neutral
t340,neutral
t341,positive
t342,neutral
t343,neutral
t344,neutral
t345,positive
t346,neutral
t347,neutral
t348,neutral
t349,neutral
t350,positive
t351,neutral
t352,neutral
t353,neutral
t354,positive
t355,neutral
t356,neutral
t357,neutral
t358,neutral
t359,neutral
t360,neutral
t361,neutral
t362,positive
t363,neutral
t364,neutral
t365,negative
t366,neutral
t367,neutral
t368,neutral
t369,negative
t370,neutral
t371,neutral
t372,neutral
t373,neutral
t374,neutral
t375,neutral
t376,neutral
t377,neutral
t378,neutral
t379,neutral
t380,neutral
t381,neutral
t382,neutral
t383,neutral
t384,neutral
t385,neutral
t386,neutral
t387,neutral
t388,neutral
t389,neutral
t390,neutral
t391,neutral
t392,neutral
t393,neutral
t394,neutral
t395,neutral
t396,neutral
t397,negative
t398,neutral
t399,neutral
t400,neutral
t401,neutral
t402,neutral
t403,neutral
t404,neutral
t405,neutral
t406,neutral
t407,neutral
t408,neutral
t409,neutral
t410,neutral
t411,neutral
t412,positive
t413,neutral
t414,neutral
t415,positive
t416,neutral
t417,neutral
t418,neutral
t419,neutral
t420,neutral
t421,neutral
t422,neutral
t423,neutral
t424,neutral
t425,neutral
t426,neutral
t427,neutral
t428,neutral
t429,neutral
t430,neutral
t431,neutral
t432,neutral
t433,neutral
t434,neutral
t435,neutral
t436,neutral
t437,positive
t438,neutral
t439,neutral
t440,neutral
t441,neutral
t442,neutral
t443,neutral
t444,neutral
t445,positive
t446,neutral
t447,neutral
t448,neutral
t449,neutral
t450,neutral
t451,neutral
t452,neutral
t453,neutral
t454,neutral
t455,neutral
t456,neutral
t457,neutral
t458,neutral
t459,neutral
t460,neutral
t461,neutral
t462,neutral
t463,neutral
t464,neutral
t465,neutral
t466,neutral
t467,neutral
t468,positive
t469,neutral
t470,neutral
t471,neutral
t472,neutral
t473,neutral
t474,neutral
t475,positive
t476,positive
t477,neutral
t478,neutral
t479,neutral
t480,neutral
t481,neutral
t482,neutral
t483,neutral
t484,neutral
t485,neutral
t486,positive
t487,negative
t488,negative
t489,negative
t490,positive
t491,neutral
t492,neutral
t493,neutral
t494,neutral
t495,neutral
t496,neutral
t497,positive
t498,neutral
t499,neutral
t500,neutral
t501,neutral
t502,neutral
t503,positive
t504,neutral
t505,neutral
t506,neutral
t507,positive
t508,neutral
t509,neutral
t510,neutral
t511,negative
t512,neutral
t513,neutral
t514,neutral
t515,neutral
t516,neutral
t517,neutral
t518,neutral
t519,neutral
t520,negative
t521,neutral
t522,neutral
t523,neutral
t524,neutral
t525,neutral
t526,neutral
t527,neutral
t528,neutral
t529,neutral
t530,neutral
t531,negative
t532,neutral
t533,positive
t534,neutral
t535,neutral
t536,neutral
t537,neutral
t538,neutral
t539,neutral
t540,neutral
t541,neutral
t542,positive
t543,neutral
t544,neutral
t545,neutral
t546,positive
t547,neutral
t548,neutral
t549,neutral
t550,neutral
t551,neutral
t552,neutral
t553,neutral
t554,positive
t555,positive
t556,neutral
t557,neutral
t558,neutral
t559,neutral
t560,neutral
t561,neutral
t562,neutral
t563,neutral
t564,positive
t565,neutral
t566,neutral
t567,neutral
t568,neutral
t569,neutral
t570,neutral
t571,neutral
t572,neutral
t573,neutral
t574,neutral
t575,neutral
t576,neutral
t577,neutral
t578,neutral
t579,neutral
t580,neutral
t581,neutral
t582,neutral
t583,neutral
t584,neutral
t585,neutral
t586,neutral
t587,neutral
t588,neutral
t589,neutral
t590,neutral
t591,neutral
t592,neutral
t593,neutral
t594,neutral
t595,neutral
t596,neutral
t597,neutral
t598,neutral
t599,neutral
t600,neutral
t601,neutral
t602,neutral
