Row,Predicted
t0,neutral
t1,neutral
t9,neutral
t17,neutral
t6,neutral
t14,neutral
t2,neutral
t5,neutral
t10,neutral
t25,neutral
t13,neutral
t33,neutral
t3,neutral
t11,neutral
t21,neutral
t29,neutral
t19,neutral
t22,neutral
t8,neutral
t16,neutral
t24,neutral
t41,neutral
t7,neutral
t15,neutral
t23,neutral
t31,neutral
t49,neutral
t30,neutral
t38,neutral
t27,neutral
t46,neutral
t54,neutral
t32,neutral
t37,neutral
t18,neutral
t57,neutral
t62,neutral
t70,neutral
t26,neutral
t78,neutral
t40,neutral
t39,neutral
t34,neutral
t35,neutral
t45,neutral
t53,neutral
t43,neutral
t47,neutral
t51,neutral
t59,neutral
t83,neutral
t85,neutral
t42,neutral
t50,neutral
t99,neutral
t107,neutral
t58,neutral
t108,neutral
t66,neutral
t74,neutral
t61,neutral
t4,neutral
t69,neutral
t12,neutral
t77,neutral
t86,neutral
t65,neutral
t87,neutral
t20,neutral
t88,neutral
t110,neutral
t73,neutral
t114,neutral
t118,neutral
t67,neutral
t75,neutral
t121,neutral
t132,neutral
t133,neutral
t136,neutral
t28,neutral
t138,neutral
t139,neutral
t144,neutral
t149,neutral
t152,neutral
t153,neutral
t156,neutral
t157,neutral
t158,neutral
t48,neutral
t159,neutral
t92,neutral
t56,neutral
t161,neutral
t162,neutral
t163,neutral
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t90,neutral
t168,neutral
t169,neutral
t94,neutral
t95,neutral
t81,neutral
t36,neutral
t172,neutral
t174,neutral
t113,neutral
t123,neutral
t125,neutral
t140,neutral
t55,neutral
t142,neutral
t146,neutral
t147,neutral
t181,neutral
t175,neutral
t184,neutral
t111,neutral
t116,neutral
t117,neutral
t176,neutral
t186,neutral
t177,neutral
t189,neutral
t119,neutral
t130,neutral
t131,neutral
t134,neutral
t64,neutral
t178,neutral
t179,neutral
t180,neutral
t182,neutral
t183,neutral
t188,neutral
t135,neutral
t137,neutral
t82,neutral
t150,neutral
t199,neutral
t200,neutral
t84,neutral
t203,neutral
t93,neutral
t96,neutral
t205,neutral
t72,neutral
t89,neutral
t207,neutral
t210,neutral
t91,neutral
t213,neutral
t109,neutral
t124,neutral
t80,neutral
t126,neutral
t127,neutral
t102,neutral
t129,neutral
t97,neutral
t154,neutral
t105,neutral
t155,neutral
t173,neutral
t219,neutral
t98,neutral
t220,neutral
t63,neutral
t100,neutral
t227,neutral
t71,neutral
t79,neutral
t190,neutral
t112,neutral
t120,neutral
t201,neutral
t170,neutral
t204,neutral
t171,neutral
t101,neutral
t208,neutral
t211,neutral
t230,neutral
t103,neutral
t44,neutral
t52,neutral
t221,neutral
t104,neutral
t106,neutral
t228,neutral
t122,neutral
t128,neutral
t212,neutral
t214,neutral
t215,neutral
t222,neutral
t216,neutral
t217,neutral
t238,neutral
t243,neutral
t115,neutral
t143,neutral
t151,neutral
t185,neutral
t194,neutral
t251,neutral
t223,neutral
t225,neutral
t224,neutral
t254,neutral
t256,neutral
t266,neutral
t60,neutral
t235,neutral
t267,neutral
t237,neutral
t249,neutral
t271,neutral
t272,neutral
t274,neutral
t218,neutral
t275,neutral
t239,neutral
t226,neutral
t288,neutral
t289,neutral
t293,neutral
t294,neutral
t295,neutral
t298,neutral
t301,neutral
t191,neutral
t302,neutral
t304,neutral
t306,neutral
t308,neutral
t309,neutral
t310,neutral
t311,neutral
t312,neutral
t313,neutral
t240,neutral
t242,neutral
t315,neutral
t316,neutral
t244,neutral
t317,neutral
t231,neutral
t318,neutral
t229,neutral
t68,neutral
t76,neutral
t141,neutral
t145,neutral
t148,neutral
t160,neutral
t255,neutral
t187,neutral
t319,neutral
t232,neutral
t320,neutral
t321,neutral
t268,neutral
t322,neutral
t269,neutral
t296,neutral
t323,neutral
t332,neutral
t333,neutral
t324,neutral
t327,neutral
t246,neutral
t329,neutral
t330,neutral
t335,neutral
t252,neutral
t342,neutral
t261,neutral
t336,neutral
t263,neutral
t337,neutral
t233,neutral
t192,neutral
t338,neutral
t265,neutral
t276,neutral
t277,neutral
t278,neutral
t279,neutral
t281,neutral
t339,neutral
t303,neutral
t236,neutral
t344,neutral
t257,neutral
t340,neutral
t258,neutral
t361,neutral
t234,neutral
t241,neutral
t363,neutral
t368,neutral
t369,neutral
t370,neutral
t371,neutral
t372,neutral
t373,neutral
t248,neutral
t375,neutral
t379,neutral
t346,neutral
t245,neutral
t383,neutral
t283,neutral
t384,neutral
t348,neutral
t385,neutral
t285,neutral
t350,neutral
t286,neutral
t287,neutral
t386,neutral
t250,neutral
t387,neutral
t352,neutral
t388,neutral
t389,neutral
t290,neutral
t390,neutral
t291,neutral
t331,neutral
t270,neutral
t391,neutral
t381,neutral
t354,neutral
t280,neutral
t394,neutral
t292,neutral
t382,neutral
t395,neutral
t307,neutral
t341,neutral
t247,neutral
t393,neutral
t356,neutral
t357,neutral
t398,neutral
t397,neutral
t401,neutral
t400,neutral
t404,neutral
t403,neutral
t405,neutral
t359,neutral
t406,neutral
t253,neutral
t273,neutral
t297,neutral
t300,neutral
t305,neutral
t360,neutral
t410,neutral
t378,neutral
t412,neutral
t325,neutral
t413,neutral
t409,neutral
t396,neutral
t326,neutral
t399,neutral
t345,neutral
t411,neutral
t415,neutral
t414,neutral
t328,neutral
t419,neutral
t355,neutral
t416,neutral
t402,neutral
t420,neutral
t429,neutral
t422,neutral
t423,neutral
t424,neutral
t430,neutral
t426,neutral
t259,neutral
t433,neutral
t425,neutral
t408,neutral
t421,neutral
t431,neutral
t428,neutral
t434,neutral
t427,neutral
t432,neutral
t440,neutral
t436,neutral
t443,neutral
t439,neutral
t444,neutral
t435,neutral
t448,neutral
t441,neutral
t449,neutral
t437,neutral
t260,neutral
t451,neutral
t442,neutral
t445,neutral
t438,neutral
t456,neutral
t334,neutral
t446,neutral
t457,neutral
t452,neutral
t455,neutral
t453,neutral
t262,neutral
t463,neutral
t459,neutral
t466,neutral
t447,neutral
t469,neutral
t343,neutral
t450,neutral
t470,neutral
t462,neutral
t366,neutral
t471,neutral
t454,neutral
t458,neutral
t472,neutral
t461,neutral
t460,neutral
t464,neutral
t465,neutral
t467,neutral
t376,neutral
t468,neutral
t392,neutral
t478,neutral
t476,neutral
t407,neutral
t347,neutral
t417,neutral
t480,neutral
t418,neutral
t479,neutral
t481,neutral
t473,neutral
t484,neutral
t485,neutral
t475,neutral
t349,neutral
t193,neutral
t483,neutral
t482,neutral
t490,neutral
t486,neutral
t488,neutral
t489,neutral
t351,neutral
t195,neutral
t487,neutral
t492,neutral
t493,neutral
t495,neutral
t497,neutral
t474,neutral
t496,neutral
t498,neutral
t491,neutral
t500,neutral
t499,neutral
t501,neutral
t504,neutral
t353,neutral
t196,neutral
t505,neutral
t197,neutral
t362,neutral
t198,neutral
t477,neutral
t506,neutral
t202,neutral
t507,neutral
t508,neutral
t494,neutral
t510,neutral
t364,neutral
t206,neutral
t367,neutral
t513,neutral
t511,neutral
t514,neutral
t517,neutral
t374,neutral
t512,neutral
t518,neutral
t264,neutral
t521,neutral
t520,neutral
t282,neutral
t523,neutral
t284,neutral
t209,neutral
t299,neutral
t515,neutral
t314,neutral
t526,neutral
t524,neutral
t519,neutral
t358,neutral
t365,neutral
t503,neutral
t377,neutral
t525,neutral
t522,neutral
t529,neutral
t509,neutral
t380,neutral
t527,neutral
t530,neutral
t502,neutral
t532,neutral
t516,neutral
t533,neutral
t528,neutral
t531,neutral
