Row,Predicted
t0,neutral
t3,neutral
t7,neutral
t6,neutral
t1,positive
t4,neutral
t5,neutral
t12,neutral
t14,neutral
t8,positive
t9,neutral
t13,positive
t11,neutral
t2,neutral
t15,neutral
t21,neutral
t19,neutral
t20,neutral
t29,neutral
t16,neutral
t22,neutral
t23,neutral
t10,positive
t38,neutral
t17,positive
t27,neutral
t31,neutral
t28,neutral
t18,neutral
t24,neutral
t30,neutral
t25,neutral
t45,neutral
t36,neutral
t39,neutral
t37,neutral
t33,neutral
t26,neutral
t32,positive
t34,positive
t53,neutral
t43,neutral
t44,neutral
t40,neutral
t46,neutral
t47,neutral
t35,neutral
t41,neutral
t55,neutral
t61,neutral
t52,positive
t51,neutral
t54,neutral
t48,neutral
t42,neutral
t69,neutral
t49,neutral
t59,neutral
t60,neutral
t56,neutral
t63,neutral
t50,neutral
t62,neutral
t77,neutral
t57,negative
t67,neutral
t68,positive
t64,neutral
t70,neutral
t58,negative
t71,neutral
t65,neutral
t75,neutral
t82,neutral
t76,neutral
t72,neutral
t78,neutral
t66,neutral
t79,neutral
t73,neutral
t83,neutral
t85,neutral
t80,neutral
t84,neutral
t74,neutral
t88,neutral
t81,neutral
t86,positive
t90,neutral
t98,neutral
t89,neutral
t87,neutral
t92,neutral
t94,neutral
t103,neutral
t105,neutral
t95,neutral
t96,neutral
t99,positive
t91,neutral
t104,neutral
t93,neutral
t106,neutral
t101,neutral
t100,neutral
t97,positive
t102,neutral
t107,neutral
t108,neutral
t109,positive
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,negative
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
