Row,Predicted
t2,neutral
t0,neutral
t7,neutral
t4,neutral
t6,positive
t5,neutral
t1,negative
t3,neutral
t15,neutral
t14,neutral
t10,positive
t8,neutral
t9,neutral
t12,neutral
t11,neutral
t13,neutral
t20,neutral
t17,neutral
t18,neutral
t21,neutral
t16,neutral
t23,neutral
t19,positive
t22,neutral
t25,positive
t28,positive
t29,neutral
t24,neutral
t27,neutral
t31,neutral
t26,neutral
t30,neutral
t33,neutral
t36,neutral
t32,neutral
t37,neutral
t34,neutral
t39,positive
t35,neutral
t38,neutral
t44,positive
t41,neutral
t40,neutral
t47,neutral
t42,positive
t45,neutral
t43,neutral
t46,positive
t52,neutral
t48,positive
t49,positive
t50,neutral
t51,neutral
