Row,Predicted
t0,neutral
t7,neutral
t4,neutral
t3,neutral
t6,neutral
t1,neutral
t5,neutral
t2,neutral
t8,neutral
t13,neutral
t9,negative
t10,neutral
t12,neutral
t16,neutral
t11,neutral
t14,neutral
t15,neutral
t19,neutral
t22,positive
t21,neutral
t23,neutral
t18,neutral
t20,neutral
t17,neutral
t24,neutral
t29,neutral
t27,neutral
t30,neutral
t25,neutral
t31,neutral
t32,neutral
t26,positive
t28,neutral
t35,neutral
t37,neutral
t38,neutral
t33,neutral
t39,neutral
t36,neutral
t34,neutral
t47,neutral
t40,neutral
t46,neutral
t43,neutral
t55,neutral
t41,neutral
t45,neutral
t44,neutral
t42,neutral
t48,neutral
t63,neutral
t71,neutral
t54,neutral
t49,neutral
t79,neutral
t56,neutral
t89,neutral
t51,neutral
t91,neutral
t57,neutral
t93,neutral
t64,neutral
t52,neutral
t65,neutral
t72,neutral
t60,neutral
t59,neutral
t62,neutral
t73,neutral
t67,neutral
t50,neutral
t53,negative
t94,neutral
t58,neutral
t68,neutral
t70,positive
t76,neutral
t61,neutral
t78,neutral
t69,neutral
t80,neutral
t88,neutral
t97,neutral
t81,neutral
t66,neutral
t83,neutral
t77,neutral
t75,neutral
t87,neutral
t74,neutral
t92,neutral
t90,neutral
t95,positive
t98,neutral
t86,neutral
t96,neutral
t99,neutral
t84,neutral
t82,neutral
t85,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,neutral
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,neutral
t119,neutral
t120,neutral
