Row,Predicted
t7,neutral
t4,neutral
t1,neutral
t0,neutral
t5,neutral
t3,neutral
t6,neutral
t12,neutral
t13,neutral
t21,neutral
t9,neutral
t8,neutral
t16,neutral
t15,neutral
t29,neutral
t24,neutral
t32,neutral
t40,neutral
t37,neutral
t23,neutral
t31,neutral
t48,positive
t14,positive
t17,positive
t45,neutral
t56,neutral
t39,neutral
t64,neutral
t47,neutral
t25,neutral
t53,neutral
t33,neutral
t22,positive
t2,positive
t30,neutral
t10,neutral
t41,neutral
t18,neutral
t72,neutral
t55,neutral
t63,neutral
t81,neutral
t11,positive
t19,neutral
t38,neutral
t49,neutral
t71,neutral
t82,neutral
t27,neutral
t46,neutral
t26,positive
t35,neutral
t43,neutral
t20,positive
t61,positive
t83,neutral
t51,neutral
t79,neutral
t34,positive
t69,neutral
t85,neutral
t77,neutral
t28,positive
t84,neutral
t36,neutral
t88,neutral
t89,neutral
t44,neutral
t57,positive
t65,neutral
t97,neutral
t73,neutral
t87,positive
t92,neutral
t86,neutral
t54,positive
t93,neutral
t59,positive
t62,neutral
t52,positive
t100,neutral
t102,neutral
t121,neutral
t70,neutral
t99,positive
t123,neutral
t105,neutral
t78,neutral
t91,positive
t96,neutral
t111,neutral
t98,neutral
t60,neutral
t95,neutral
t101,neutral
t42,positive
t104,neutral
t115,neutral
t110,neutral
t50,positive
t58,neutral
t68,neutral
t118,neutral
t67,neutral
t119,positive
t109,neutral
t66,neutral
t120,neutral
t130,neutral
t74,neutral
t75,neutral
t107,neutral
t103,neutral
t112,neutral
t90,positive
t106,neutral
t108,neutral
t141,positive
t113,neutral
t144,neutral
t132,positive
t142,neutral
t143,neutral
t131,positive
t135,positive
t147,neutral
t146,neutral
t148,neutral
t149,neutral
t150,neutral
t76,neutral
t94,positive
t114,neutral
t138,positive
t80,neutral
t116,neutral
t122,neutral
t133,positive
t140,neutral
t125,positive
t153,neutral
t126,neutral
t151,neutral
t136,neutral
t124,positive
t145,neutral
t134,positive
t117,positive
t155,neutral
t137,positive
t139,neutral
t157,positive
t128,positive
t162,neutral
t163,positive
t164,neutral
t165,neutral
t158,positive
t154,positive
t152,positive
t159,neutral
t160,positive
t161,positive
t167,positive
t168,neutral
t169,neutral
t129,positive
t166,neutral
t127,neutral
t156,positive
t172,neutral
t174,positive
t171,neutral
t175,neutral
t173,positive
t170,neutral
t176,neutral
t177,neutral
t179,neutral
t180,neutral
t178,positive
t181,positive
t182,positive
t185,neutral
t184,negative
t183,positive
t186,positive
t187,neutral
t191,neutral
t190,neutral
t192,neutral
t189,neutral
t193,neutral
t188,positive
t194,neutral
t195,neutral
t198,neutral
t200,neutral
t196,neutral
t197,neutral
t203,neutral
t205,neutral
t204,neutral
t206,neutral
t202,positive
t199,neutral
t201,positive
t207,neutral
t210,neutral
t209,neutral
t211,neutral
t208,neutral
