Row,Predicted
t6,neutral
t2,neutral
t4,neutral
t5,neutral
t7,neutral
t3,neutral
t1,positive
t0,neutral
t14,neutral
t13,positive
t15,positive
t10,neutral
t12,positive
t8,negative
t9,neutral
t11,positive
t22,neutral
t17,neutral
t23,neutral
t16,neutral
t21,neutral
t18,neutral
t20,positive
t19,positive
t30,neutral
t25,positive
t24,neutral
t31,neutral
t28,neutral
t26,neutral
t29,neutral
t27,neutral
t38,neutral
t37,neutral
t39,neutral
t33,neutral
t32,neutral
t35,neutral
t34,neutral
t36,neutral
t46,positive
t42,neutral
t41,neutral
t45,neutral
t40,neutral
t47,neutral
t43,neutral
t44,positive
t50,neutral
t54,neutral
t49,positive
t53,neutral
t48,neutral
t52,neutral
t58,neutral
t51,neutral
t55,positive
t62,neutral
t57,neutral
t61,neutral
t66,neutral
t56,positive
t63,neutral
t60,neutral
t59,neutral
t70,neutral
t74,neutral
t65,positive
t64,neutral
t69,neutral
t68,negative
t71,neutral
t67,negative
t82,neutral
t73,neutral
t78,neutral
t77,neutral
t84,neutral
t76,neutral
t75,neutral
t81,neutral
t72,neutral
t79,neutral
t89,neutral
t86,neutral
t83,neutral
t88,neutral
t85,neutral
t80,positive
t90,neutral
t87,neutral
t91,positive
t92,neutral
t93,neutral
t94,positive
t95,neutral
t96,positive
t97,neutral
t98,neutral
t99,positive
t100,neutral
t101,positive
t102,positive
t103,neutral
t104,neutral
t105,positive
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,positive
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,positive
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,positive
t127,positive
t128,neutral
t129,neutral
t130,neutral
t131,positive
t132,neutral
t133,neutral
t134,positive
t135,positive
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,positive
t153,neutral
t154,neutral
t155,neutral
t156,neutral
t157,positive
t158,neutral
t159,positive
t160,neutral
t161,neutral
t162,neutral
t163,neutral
t164,neutral
t165,positive
t166,positive
t167,neutral
t168,neutral
t169,positive
t170,neutral
t171,positive
t172,positive
t173,positive
t174,positive
t175,neutral
t176,neutral
t177,positive
t178,neutral
t179,positive
t180,neutral
t181,neutral
t182,positive
t183,neutral
t184,positive
t185,neutral
t186,neutral
t187,neutral
t188,neutral
t189,neutral
t190,positive
t191,positive
t192,neutral
t193,negative
t194,negative
t195,neutral
t196,positive
t197,neutral
t198,neutral
t199,neutral
t200,neutral
t201,neutral
t202,neutral
t203,neutral
t204,neutral
t205,neutral
t206,positive
t207,neutral
t208,neutral
t209,neutral
t210,positive
t211,neutral
t212,neutral
t213,neutral
t214,neutral
t215,neutral
t216,neutral
t217,neutral
t218,neutral
t219,positive
t220,neutral
t221,neutral
t222,neutral
t223,neutral
t224,neutral
t225,neutral
t226,neutral
t227,neutral
t228,neutral
t229,neutral
t230,neutral
t231,neutral
t232,positive
t233,neutral
t234,positive
t235,neutral
t236,neutral
t237,neutral
t238,neutral
t239,neutral
t240,neutral
t241,neutral
t242,neutral
t243,neutral
t244,neutral
t245,neutral
t246,neutral
t247,positive
t248,neutral
t249,neutral
t250,neutral
t251,neutral
t252,neutral
t253,positive
t254,neutral
t255,neutral
t256,neutral
t257,neutral
t258,neutral
t259,neutral
t260,neutral
t261,positive
t262,neutral
t263,neutral
t264,positive
t265,positive
t266,neutral
t267,neutral
t268,neutral
t269,neutral
t270,positive
t271,neutral
t272,neutral
t273,positive
t274,neutral
t275,neutral
t276,neutral
t277,neutral
t278,neutral
t279,positive
t280,neutral
t281,positive
t282,neutral
t283,neutral
t284,positive
t285,positive
t286,neutral
t287,neutral
t288,neutral
t289,neutral
t290,neutral
t291,neutral
t292,neutral
t293,neutral
t294,positive
t295,positive
t296,neutral
t297,positive
t298,neutral
t299,neutral
t300,neutral
t301,neutral
t302,neutral
t303,neutral
t304,neutral
t305,neutral
t306,neutral
t307,positive
t308,neutral
t309,neutral
t310,positive
t311,neutral
t312,neutral
t313,neutral
t314,positive
t315,positive
t316,neutral
t317,neutral
t318,neutral
t319,neutral
t320,neutral
t321,neutral
t322,neutral
t323,neutral
t324,neutral
t325,neutral
t326,neutral
t327,positive
t328,neutral
t329,neutral
t330,neutral
t331,neutral
t332,neutral
t333,neutral
t334,neutral
t335,neutral
t336,neutral
t337,neutral
t338,neutral
t339,positive
t340,positive
t341,neutral
t342,neutral
t343,neutral
t344,neutral
t345,neutral
t346,neutral
t347,positive
t348,neutral
t349,neutral
t350,neutral
t351,neutral
t352,neutral
t353,neutral
t354,neutral
t355,neutral
t356,neutral
t357,neutral
t358,neutral
t359,positive
t360,neutral
t361,neutral
t362,neutral
t363,neutral
t364,neutral
t365,neutral
t366,neutral
t367,neutral
t368,neutral
t369,neutral
t370,neutral
t371,neutral
t372,neutral
t373,neutral
t374,neutral
t375,positive
t376,neutral
t377,neutral
t378,neutral
t379,positive
t380,neutral
t381,neutral
t382,neutral
t383,neutral
t384,neutral
t385,neutral
t386,neutral
t387,neutral
t388,neutral
t389,neutral
t390,neutral
t391,neutral
t392,neutral
