Row,Predicted
t0,neutral
t7,positive
t3,neutral
t1,positive
t2,neutral
t4,neutral
t5,neutral
t6,neutral
t11,neutral
t9,negative
t10,negative
t13,neutral
t8,negative
t15,neutral
t14,neutral
t12,neutral
t21,neutral
t19,neutral
t16,neutral
t17,neutral
t18,neutral
t22,neutral
t23,neutral
t20,neutral
t29,neutral
t24,neutral
t27,neutral
t25,neutral
t26,neutral
t30,negative
t31,negative
t28,neutral
t33,neutral
t35,negative
t37,negative
t32,negative
t36,neutral
t34,neutral
t39,neutral
t38,neutral
t40,neutral
t45,neutral
t43,neutral
t41,neutral
t47,neutral
t44,neutral
t46,neutral
t42,positive
t48,neutral
t51,neutral
t49,neutral
t53,neutral
t55,neutral
t52,neutral
t54,neutral
t56,neutral
t50,neutral
t61,positive
t59,neutral
t64,negative
t57,neutral
t60,negative
t58,neutral
t63,neutral
t62,neutral
t72,neutral
t67,negative
t69,negative
t65,negative
t68,neutral
t71,negative
t66,neutral
t70,neutral
t80,negative
t76,negative
t73,neutral
t78,neutral
t84,neutral
t79,negative
t74,neutral
t75,neutral
t81,neutral
t87,negative
t88,neutral
t77,neutral
t83,neutral
t85,neutral
t82,neutral
t86,neutral
t89,neutral
t90,neutral
t91,negative
t92,negative
t93,neutral
t94,neutral
t95,neutral
t96,positive
t97,negative
t98,neutral
t99,neutral
t100,negative
t101,negative
t102,negative
t103,negative
t104,negative
t105,neutral
t106,neutral
t107,neutral
t108,negative
t109,neutral
t110,neutral
t111,negative
t112,neutral
t113,positive
t114,positive
t115,neutral
t116,neutral
t117,neutral
t118,positive
t119,positive
t120,negative
t121,negative
t122,negative
t123,negative
t124,positive
t125,negative
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,negative
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,positive
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,neutral
t157,neutral
t158,neutral
t159,neutral
t160,negative
t161,neutral
t162,neutral
t163,neutral
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t168,neutral
t169,neutral
t170,neutral
t171,neutral
t172,neutral
t173,positive
t174,positive
t175,positive
t176,neutral
t177,neutral
t178,neutral
t179,neutral
t180,neutral
t181,neutral
t182,neutral
t183,neutral
t184,neutral
t185,neutral
t186,neutral
t187,neutral
t188,neutral
t189,neutral
t190,neutral
t191,neutral
t192,neutral
t193,neutral
t194,neutral
t195,neutral
t196,neutral
t197,neutral
t198,neutral
t199,neutral
t200,neutral
t201,neutral
t202,neutral
t203,negative
t204,neutral
t205,negative
t206,neutral
t207,neutral
t208,neutral
t209,neutral
t210,neutral
t211,neutral
t212,neutral
t213,negative
t214,negative
t215,negative
t216,negative
t217,neutral
t218,negative
t219,neutral
t220,neutral
t221,positive
t222,neutral
t223,negative
t224,neutral
t225,negative
t226,neutral
t227,neutral
t228,neutral
t229,neutral
t230,neutral
t231,neutral
t232,neutral
t233,neutral
t234,neutral
t235,neutral
t236,neutral
t237,neutral
t238,neutral
t239,neutral
t240,neutral
t241,neutral
t242,negative
t243,negative
t244,neutral
t245,negative
t246,negative
t247,neutral
t248,neutral
t249,negative
t250,negative
t251,neutral
t252,neutral
t253,neutral
t254,negative
t255,neutral
t256,neutral
t257,neutral
t258,neutral
t259,neutral
t260,neutral
t261,neutral
t262,neutral
t263,neutral
t264,neutral
t265,negative
t266,neutral
t267,neutral
t268,neutral
t269,neutral
t270,neutral
t271,neutral
