Row,Predicted
t7,neutral
t5,neutral
t6,neutral
t0,neutral
t4,neutral
t1,neutral
t3,neutral
t2,neutral
t13,neutral
t14,neutral
t8,neutral
t12,neutral
t10,neutral
t9,neutral
t11,positive
t21,neutral
t22,neutral
t16,neutral
t20,neutral
t17,neutral
t19,neutral
t18,neutral
t29,neutral
t30,neutral
t24,positive
t28,neutral
t15,neutral
t27,neutral
t25,neutral
t26,neutral
t37,neutral
t32,positive
t36,neutral
t38,neutral
t23,neutral
t35,neutral
t45,neutral
t33,neutral
t34,neutral
t53,neutral
t44,neutral
t46,neutral
t40,neutral
t61,neutral
t43,neutral
t31,neutral
t42,neutral
t41,neutral
t48,neutral
t54,neutral
t69,neutral
t52,neutral
t51,neutral
t49,neutral
t39,neutral
t50,neutral
t56,neutral
t77,neutral
t60,neutral
t47,neutral
t62,neutral
t59,neutral
t57,neutral
t64,neutral
t55,neutral
t58,neutral
t70,neutral
t67,neutral
t81,neutral
t63,neutral
t68,neutral
t65,neutral
t72,positive
t71,neutral
t66,neutral
t78,neutral
t76,neutral
t73,neutral
t79,neutral
t74,neutral
t75,neutral
t80,neutral
t82,positive
t86,neutral
t89,neutral
t88,neutral
t85,neutral
t84,neutral
t87,neutral
t83,neutral
t90,neutral
t91,neutral
t92,neutral
t93,positive
t94,neutral
t95,neutral
t96,positive
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,neutral
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,positive
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,negative
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,positive
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,negative
t157,negative
t158,positive
t159,positive
t160,neutral
t161,neutral
t162,negative
t163,neutral
