Row,Predicted
t1,positive
t5,neutral
t2,neutral
t4,positive
t3,neutral
t0,positive
t6,neutral
t7,neutral
t14,positive
t10,neutral
t8,neutral
t12,neutral
t15,neutral
t9,neutral
t13,neutral
t11,neutral
t22,neutral
t20,neutral
t21,neutral
t23,neutral
t18,neutral
t16,neutral
t19,neutral
t17,neutral
t30,positive
t29,neutral
t28,neutral
t26,positive
t27,neutral
t24,neutral
t31,negative
t25,neutral
t38,neutral
t36,neutral
t37,neutral
t32,neutral
t35,neutral
t34,neutral
t33,neutral
t39,neutral
t46,neutral
t44,neutral
t45,neutral
t40,neutral
t43,neutral
t42,neutral
t41,neutral
t47,neutral
t52,neutral
t53,neutral
t54,positive
t48,neutral
t51,neutral
t50,neutral
t49,neutral
t55,positive
t59,neutral
t61,positive
t58,positive
t56,positive
t62,neutral
t57,positive
t60,positive
t69,neutral
t66,neutral
t63,neutral
t65,neutral
t68,neutral
t67,neutral
t70,neutral
t64,neutral
t71,neutral
t74,neutral
t76,neutral
t77,neutral
t75,neutral
t78,neutral
t79,neutral
t73,neutral
t86,neutral
t72,neutral
t83,positive
t81,neutral
t84,neutral
t85,neutral
t80,neutral
t82,neutral
t87,neutral
t88,neutral
