Row,Predicted
t2,neutral
t3,neutral
t6,negative
t5,neutral
t4,neutral
t7,neutral
t0,neutral
t1,neutral
t15,neutral
t8,neutral
t12,neutral
t13,positive
t9,positive
t16,neutral
t23,positive
t14,neutral
t10,neutral
t11,neutral
t20,negative
t22,neutral
t24,neutral
t19,neutral
t21,neutral
t18,neutral
t31,neutral
t28,negative
t27,neutral
t32,neutral
t29,positive
t17,neutral
t35,neutral
t30,neutral
t40,neutral
t25,neutral
t43,neutral
t37,neutral
t38,positive
t36,neutral
t48,neutral
t45,neutral
t26,neutral
t46,neutral
t33,neutral
t39,neutral
t44,neutral
t47,neutral
t51,neutral
t52,neutral
t41,neutral
t56,neutral
t53,neutral
t60,positive
t54,positive
t49,neutral
t64,neutral
t59,neutral
t34,neutral
t55,neutral
t62,neutral
t68,neutral
t42,neutral
t61,neutral
t76,neutral
t67,neutral
t72,neutral
t70,neutral
t63,neutral
t57,neutral
t82,negative
t80,neutral
t50,neutral
t78,neutral
t75,positive
t81,neutral
t71,neutral
t58,neutral
t69,neutral
t65,neutral
t79,neutral
t73,neutral
t66,neutral
t77,neutral
t74,neutral
t83,neutral
t84,neutral
t85,neutral
t86,positive
t87,positive
t88,neutral
t89,neutral
t90,neutral
t91,neutral
t92,neutral
t93,neutral
t94,negative
t95,neutral
t96,neutral
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,neutral
t105,positive
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,negative
t113,neutral
t114,neutral
t115,neutral
t116,positive
t117,neutral
t118,neutral
t119,positive
t120,neutral
t121,positive
t122,neutral
t123,neutral
t124,positive
t125,positive
t126,neutral
t127,neutral
t128,positive
t129,neutral
t130,neutral
t131,neutral
t132,neutral
t133,neutral
t134,neutral
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,positive
t147,neutral
t148,neutral
t149,neutral
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,neutral
t157,neutral
t158,neutral
t159,neutral
t160,neutral
t161,neutral
t162,neutral
t163,neutral
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t168,positive
t169,neutral
t170,neutral
t171,neutral
t172,neutral
t173,neutral
t174,neutral
t175,neutral
t176,neutral
t177,neutral
t178,neutral
t179,neutral
t180,neutral
t181,neutral
t182,neutral
t183,neutral
t184,neutral
t185,neutral
t186,neutral
t187,neutral
t188,positive
t189,neutral
t190,neutral
t191,neutral
t192,neutral
t193,neutral
t194,neutral
t195,neutral
t196,neutral
t197,neutral
t198,neutral
t199,neutral
t200,neutral
t201,positive
t202,neutral
t203,neutral
t204,neutral
t205,neutral
t206,neutral
t207,neutral
t208,neutral
t209,neutral
t210,neutral
t211,neutral
t212,neutral
t213,neutral
t214,neutral
t215,neutral
t216,positive
t217,neutral
t218,neutral
t219,neutral
t220,neutral
t221,neutral
t222,neutral
t223,neutral
t224,neutral
t225,neutral
t226,neutral
t227,neutral
t228,neutral
t229,neutral
t230,neutral
t231,neutral
t232,neutral
t233,neutral
t234,negative
t235,neutral
t236,neutral
t237,neutral
t238,neutral
t239,neutral
t240,neutral
t241,neutral
t242,neutral
t243,positive
t244,neutral
t245,neutral
t246,neutral
t247,neutral
t248,neutral
t249,positive
t250,neutral
t251,negative
t252,neutral
t253,neutral
t254,neutral
t255,neutral
t256,neutral
t257,neutral
t258,negative
t259,neutral
t260,neutral
t261,neutral
t262,neutral
t263,positive
t264,neutral
t265,neutral
t266,neutral
t267,neutral
t268,neutral
t269,neutral
t270,neutral
t271,neutral
t272,neutral
t273,neutral
t274,neutral
t275,neutral
t276,neutral
t277,positive
t278,neutral
t279,neutral
t280,positive
t281,neutral
t282,negative
t283,neutral
t284,positive
t285,neutral
t286,neutral
t287,neutral
t288,neutral
t289,neutral
t290,neutral
t291,neutral
t292,neutral
t293,neutral
t294,neutral
t295,neutral
t296,neutral
t297,neutral
t298,neutral
t299,neutral
t300,neutral
t301,neutral
t302,neutral
t303,neutral
t304,neutral
t305,neutral
t306,positive
t307,neutral
t308,neutral
t309,neutral
t310,neutral
t311,neutral
t312,neutral
t313,neutral
t314,neutral
t315,neutral
t316,neutral
t317,neutral
t318,neutral
t319,neutral
t320,neutral
t321,neutral
t322,neutral
t323,neutral
t324,neutral
t325,neutral
t326,neutral
t327,neutral
t328,neutral
t329,neutral
t330,neutral
t331,positive
t332,positive
t333,neutral
t334,neutral
t335,neutral
t336,neutral
t337,neutral
t338,neutral
t339,neutral
t340,neutral
t341,neutral
t342,neutral
