Row,Predicted
t3,neutral
t6,neutral
t4,neutral
t0,neutral
t5,neutral
t7,positive
t2,neutral
t1,positive
t11,positive
t15,neutral
t12,negative
t14,positive
t10,positive
t13,positive
t8,positive
t19,positive
t23,negative
t20,positive
t22,neutral
t16,neutral
t21,positive
t9,neutral
t18,neutral
t28,negative
t31,positive
t27,neutral
t30,neutral
t24,neutral
t29,positive
t17,neutral
t36,neutral
t38,neutral
t44,neutral
t32,neutral
t35,positive
t25,positive
t37,neutral
t39,neutral
t26,negative
t46,neutral
t52,neutral
t40,neutral
t45,positive
t33,neutral
t43,neutral
t34,neutral
t47,positive
t53,positive
t54,positive
t60,positive
t48,positive
t61,neutral
t41,positive
t62,neutral
t51,neutral
t55,positive
t42,neutral
t68,positive
t69,positive
t56,positive
t49,positive
t63,positive
t77,neutral
t59,positive
t71,neutral
t70,positive
t76,neutral
t64,neutral
t57,neutral
t79,neutral
t50,positive
t78,neutral
t72,neutral
t67,positive
t65,neutral
t75,neutral
t73,positive
t58,neutral
t80,positive
t66,neutral
t74,neutral
t81,positive
t82,neutral
t83,neutral
t84,neutral
t85,positive
t86,neutral
t87,neutral
t88,neutral
t89,neutral
t90,neutral
t91,positive
t92,negative
t93,positive
t94,neutral
t95,neutral
t96,positive
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,neutral
t102,neutral
t103,neutral
t104,positive
t105,neutral
t106,neutral
t107,neutral
t108,neutral
t109,neutral
t110,neutral
t111,neutral
t112,neutral
t113,neutral
t114,neutral
t115,neutral
t116,neutral
t117,neutral
t118,positive
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,negative
t125,neutral
t126,positive
t127,negative
t128,neutral
t129,negative
t130,neutral
t131,negative
t132,neutral
t133,neutral
t134,positive
t135,neutral
t136,neutral
t137,neutral
t138,neutral
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,neutral
t146,neutral
t147,neutral
t148,neutral
t149,positive
t150,neutral
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,neutral
t156,positive
t157,neutral
t158,positive
t159,positive
t160,neutral
t161,neutral
t162,neutral
t163,neutral
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t168,neutral
t169,positive
t170,neutral
t171,positive
t172,positive
t173,neutral
t174,neutral
t175,positive
t176,neutral
t177,positive
t178,positive
t179,neutral
t180,neutral
t181,positive
t182,positive
t183,negative
t184,neutral
t185,neutral
t186,positive
t187,neutral
t188,positive
t189,neutral
t190,neutral
t191,neutral
t192,neutral
t193,neutral
t194,neutral
t195,positive
t196,neutral
t197,positive
t198,neutral
t199,neutral
t200,neutral
t201,neutral
t202,neutral
t203,neutral
t204,neutral
t205,neutral
t206,neutral
t207,neutral
t208,positive
t209,positive
t210,neutral
t211,positive
t212,neutral
t213,positive
t214,neutral
t215,neutral
t216,neutral
t217,negative
t218,neutral
t219,neutral
t220,neutral
t221,neutral
t222,neutral
t223,positive
t224,positive
t225,negative
t226,neutral
t227,neutral
t228,neutral
t229,neutral
t230,negative
t231,positive
t232,positive
t233,positive
t234,negative
t235,neutral
t236,positive
t237,neutral
t238,neutral
t239,neutral
t240,neutral
t241,neutral
t242,positive
t243,neutral
t244,positive
t245,positive
t246,neutral
t247,positive
t248,neutral
t249,neutral
t250,neutral
t251,negative
t252,negative
t253,positive
t254,neutral
t255,neutral
t256,positive
t257,neutral
t258,neutral
t259,neutral
t260,positive
t261,positive
t262,positive
t263,positive
t264,positive
t265,positive
t266,neutral
t267,neutral
t268,neutral
t269,neutral
t270,positive
t271,neutral
t272,neutral
t273,neutral
t274,neutral
t275,neutral
t276,neutral
t277,neutral
t278,neutral
t279,neutral
t280,neutral
t281,neutral
t282,neutral
t283,neutral
t284,neutral
t285,neutral
t286,neutral
t287,neutral
t288,neutral
t289,neutral
t290,neutral
t291,neutral
t292,neutral
t293,neutral
t294,neutral
t295,neutral
t296,neutral
t297,neutral
t298,neutral
t299,neutral
t300,neutral
t301,neutral
t302,neutral
t303,neutral
t304,neutral
t305,neutral
t306,neutral
t307,neutral
t308,neutral
t309,neutral
t310,neutral
t311,neutral
t312,neutral
t313,neutral
t314,neutral
t315,negative
t316,neutral
t317,neutral
t318,neutral
t319,neutral
t320,neutral
t321,neutral
t322,neutral
t323,neutral
t324,neutral
t325,neutral
t326,neutral
t327,neutral
t328,neutral
t329,neutral
t330,neutral
t331,neutral
t332,neutral
t333,neutral
t334,neutral
t335,neutral
t336,neutral
t337,neutral
t338,neutral
t339,neutral
t340,neutral
t341,neutral
t342,neutral
t343,neutral
t344,neutral
t345,neutral
t346,positive
t347,neutral
t348,neutral
t349,positive
t350,neutral
t351,negative
t352,neutral
t353,positive
t354,neutral
t355,neutral
t356,neutral
t357,positive
t358,neutral
t359,neutral
t360,neutral
t361,neutral
t362,neutral
t363,neutral
t364,neutral
t365,neutral
t366,neutral
t367,neutral
t368,neutral
t369,neutral
t370,neutral
t371,neutral
t372,neutral
t373,neutral
t374,neutral
t375,neutral
t376,neutral
t377,neutral
t378,neutral
t379,neutral
t380,neutral
t381,neutral
t382,neutral
t383,neutral
