Row,Predicted
t5,neutral
t3,neutral
t7,positive
t6,neutral
t1,positive
t4,neutral
t0,neutral
t2,neutral
t11,neutral
t14,neutral
t8,neutral
t12,neutral
t10,positive
t9,positive
t15,neutral
t13,positive
t19,positive
t17,neutral
t22,neutral
t18,positive
t23,positive
t16,positive
t26,neutral
t20,neutral
t25,positive
t27,positive
t33,neutral
t30,positive
t31,positive
t21,neutral
t24,positive
t35,neutral
t41,positive
t43,neutral
t28,positive
t38,neutral
t32,neutral
t51,neutral
t49,positive
t39,neutral
t34,neutral
t46,positive
t29,positive
t40,positive
t54,positive
t59,negative
t57,neutral
t37,neutral
t62,neutral
t67,neutral
t36,positive
t70,neutral
t48,neutral
t65,neutral
t42,positive
t44,neutral
t75,neutral
t78,neutral
t56,negative
t45,neutral
t52,neutral
t50,positive
t53,neutral
t47,neutral
t64,neutral
t61,neutral
t58,positive
t55,positive
t60,negative
t72,positive
t66,positive
t73,neutral
t63,neutral
t68,negative
t82,neutral
t80,neutral
t69,positive
t71,neutral
t81,neutral
t77,neutral
t79,neutral
t76,neutral
t74,neutral
t83,neutral
t84,neutral
t85,neutral
t86,neutral
t87,neutral
t88,neutral
t89,neutral
t90,neutral
t91,neutral
t92,negative
t93,neutral
t94,neutral
t95,neutral
t96,neutral
t97,neutral
t98,neutral
t99,neutral
t100,neutral
t101,positive
t102,neutral
t103,neutral
t104,positive
t105,positive
t106,positive
t107,neutral
t108,positive
t109,positive
t110,neutral
t111,positive
t112,positive
t113,neutral
t114,positive
t115,neutral
t116,neutral
t117,positive
t118,neutral
t119,neutral
t120,neutral
t121,neutral
t122,neutral
t123,neutral
t124,neutral
t125,neutral
t126,neutral
t127,neutral
t128,neutral
t129,neutral
t130,positive
t131,neutral
t132,negative
t133,neutral
t134,neutral
t135,positive
t136,neutral
t137,neutral
t138,negative
t139,neutral
t140,neutral
t141,neutral
t142,neutral
t143,neutral
t144,neutral
t145,positive
t146,neutral
t147,positive
t148,neutral
t149,neutral
t150,positive
t151,neutral
t152,neutral
t153,neutral
t154,neutral
t155,positive
t156,positive
t157,neutral
t158,neutral
t159,neutral
t160,neutral
t161,neutral
t162,neutral
t163,neutral
t164,neutral
t165,neutral
t166,neutral
t167,neutral
t168,positive
t169,positive
t170,positive
t171,neutral
t172,neutral
t173,neutral
t174,neutral
t175,neutral
t176,neutral
t177,positive
t178,neutral
t179,neutral
t180,neutral
t181,neutral
t182,neutral
t183,neutral
t184,neutral
t185,positive
t186,neutral
t187,positive
t188,neutral
t189,positive
t190,neutral
t191,neutral
t192,positive
t193,neutral
t194,neutral
t195,positive
t196,neutral
t197,neutral
t198,neutral
t199,neutral
t200,neutral
t201,neutral
t202,positive
t203,neutral
t204,neutral
t205,neutral
t206,positive
t207,neutral
t208,neutral
t209,neutral
t210,neutral
t211,positive
t212,neutral
t213,neutral
t214,neutral
t215,neutral
t216,neutral
t217,neutral
t218,positive
t219,neutral
t220,neutral
t221,neutral
t222,positive
t223,neutral
t224,neutral
t225,neutral
t226,positive
t227,neutral
t228,neutral
t229,neutral
t230,neutral
t231,positive
t232,neutral
t233,neutral
t234,neutral
t235,neutral
t236,neutral
t237,neutral
t238,neutral
t239,neutral
t240,neutral
t241,neutral
t242,neutral
t243,neutral
t244,neutral
t245,neutral
t246,neutral
t247,neutral
t248,neutral
t249,neutral
t250,neutral
t251,neutral
t252,neutral
t253,neutral
t254,neutral
t255,neutral
t256,neutral
t257,neutral
t258,neutral
t259,neutral
t260,neutral
t261,neutral
t262,neutral
t263,neutral
t264,neutral
t265,neutral
t266,neutral
t267,neutral
t268,neutral
t269,neutral
t270,neutral
t271,neutral
t272,neutral
t273,neutral
t274,neutral
t275,neutral
t276,neutral
t277,neutral
t278,neutral
t279,neutral
t280,neutral
t281,neutral
t282,neutral
t283,neutral
t284,neutral
t285,neutral
t286,neutral
t287,neutral
t288,neutral
t289,positive
t290,neutral
t291,neutral
t292,neutral
t293,neutral
t294,positive
t295,neutral
t296,neutral
t297,neutral
t298,neutral
t299,neutral
t300,neutral
t301,neutral
t302,neutral
t303,neutral
t304,neutral
t305,neutral
t306,positive
t307,neutral
t308,neutral
t309,neutral
t310,positive
t311,neutral
t312,neutral
t313,neutral
t314,neutral
t315,neutral
t316,neutral
t317,neutral
t318,neutral
t319,neutral
t320,neutral
t321,neutral
t322,neutral
t323,neutral
t324,neutral
t325,neutral
t326,neutral
t327,neutral
t328,neutral
t329,neutral
t330,positive
t331,neutral
t332,neutral
t333,neutral
t334,neutral
t335,neutral
t336,neutral
t337,neutral
t338,neutral
t339,neutral
t340,neutral
t341,neutral
t342,neutral
t343,neutral
t344,neutral
t345,neutral
t346,neutral
t347,positive
t348,neutral
t349,neutral
t350,neutral
t351,positive
t352,neutral
t353,neutral
t354,neutral
t355,neutral
t356,neutral
t357,neutral
t358,neutral
t359,neutral
t360,neutral
t361,positive
t362,neutral
t363,neutral
t364,neutral
t365,neutral
t366,neutral
t367,neutral
t368,positive
t369,neutral
t370,positive
t371,neutral
t372,neutral
t373,neutral
t374,neutral
t375,neutral
t376,neutral
t377,neutral
t378,neutral
t379,neutral
t380,neutral
t381,neutral
t382,neutral
t383,neutral
t384,neutral
t385,neutral
t386,neutral
t387,neutral
t388,neutral
t389,neutral
t390,neutral
t391,positive
t392,neutral
t393,neutral
t394,neutral
t395,neutral
t396,neutral
t397,neutral
t398,neutral
t399,neutral
t400,neutral
t401,neutral
t402,neutral
t403,neutral
t404,neutral
t405,neutral
t406,neutral
t407,neutral
t408,neutral
t409,neutral
